"hou_wgt";"hou_mbr";"hou_roo";"hou_inc";"hou_agr";"hea";"hea_age";"hea_sex";"loc_dep";"loc_urb";"loc_rur";"hou_inc_mbr"
82,8419422222392;7;3;20000;"None";TRUE;35;"Male";"ATLANTIQUE";TRUE;FALSE;2857,14285714286
432,546596535107;6;3;75000;"None";TRUE;32;"Male";"ATLANTIQUE";TRUE;FALSE;12500
756,418755600286;9;3;20000;"Partly";TRUE;40;"Female";"ATLANTIQUE";FALSE;TRUE;2222,22222222222
756,418755600286;4;2;20000;"Partly";TRUE;42;"Male";"ATLANTIQUE";FALSE;TRUE;5000
265,957714239214;10;2;1e+05;"Only";TRUE;75;"Male";"ATLANTIQUE";FALSE;TRUE;10000
706,271336854901;8;2;20000;"Partly";TRUE;37;"Female";"ATLANTIQUE";TRUE;FALSE;2500
59,5422942733412;4;1;20000;"None";TRUE;34;"Female";"ATLANTIQUE";FALSE;TRUE;5000
75,9969522123093;7;3;120000;"Only";TRUE;45;"Male";"ATLANTIQUE";FALSE;TRUE;17142,8571428571
75,9969522123093;4;2;40000;"Only";TRUE;24;"Male";"ATLANTIQUE";FALSE;TRUE;10000
326,813760282253;4;1;10000;"None";FALSE;50;"Female";"ATLANTIQUE";FALSE;TRUE;2500
326,813760282253;5;4;10000;"Partly";TRUE;45;"Female";"ATLANTIQUE";FALSE;TRUE;2000
1147,47127645924;4;2;15000;"Partly";TRUE;20;"Male";"ATLANTIQUE";FALSE;TRUE;3750
1147,47127645924;3;1;75000;"Only";TRUE;34;"Male";"ATLANTIQUE";FALSE;TRUE;25000
1147,47127645924;10;5;20000;"Only";TRUE;60;"Female";"ATLANTIQUE";FALSE;TRUE;2000
591,7986025587;9;4;75000;"Only";TRUE;48;"Male";"ATLANTIQUE";TRUE;FALSE;8333,33333333333
285,148222742743;2;2;20000;"Only";TRUE;55;"Male";"ATLANTIQUE";FALSE;TRUE;10000
514,441953395508;4;1;20000;"Partly";TRUE;38;"Female";"ATLANTIQUE";TRUE;FALSE;5000
601,748766428014;6;4;20000;"Only";TRUE;56;"Male";"ATLANTIQUE";FALSE;TRUE;3333,33333333333
335,494294206418;8;6;1e+05;"Only";TRUE;62;"Male";"ATLANTIQUE";TRUE;FALSE;12500
424,324015447381;10;2;20000;"Only";TRUE;40;"Male";"BORGOU";FALSE;TRUE;2000
68,2772539708396;11;7;45000;"Only";FALSE;60;"Male";"BORGOU";FALSE;TRUE;4090,90909090909
403,732502770823;4;1;20000;"Only";TRUE;29;"Male";"BORGOU";FALSE;TRUE;5000
256,756207520569;25;10;75000;"Only";TRUE;45;"Female";"BORGOU";FALSE;TRUE;3000
256,756207520569;10;4;20000;"Only";TRUE;30;"Female";"BORGOU";FALSE;TRUE;2000
376,915880541957;7;3;20000;"Only";TRUE;31;"Male";"BORGOU";FALSE;TRUE;2857,14285714286
490,689705876736;8;3;20000;"Only";TRUE;30;"Female";"BORGOU";FALSE;TRUE;2500
391,143080675567;8;2;45000;"Only";TRUE;40;"Male";"BORGOU";FALSE;TRUE;5625
391,143080675567;7;1;20000;"Only";TRUE;45;"Male";"BORGOU";FALSE;TRUE;2857,14285714286
194,658205539145;8;5;20000;"Partly";TRUE;16;"Female";"BORGOU";FALSE;TRUE;2500
342,608630443814;9;2;75000;"Partly";TRUE;22;"Female";"BORGOU";TRUE;FALSE;8333,33333333333
342,608630443814;6;4;45000;"Partly";FALSE;37;"Female";"BORGOU";TRUE;FALSE;7500
453,754433604076;11;3;45000;"Partly";TRUE;30;"Female";"BORGOU";FALSE;TRUE;4090,90909090909
363,610277716805;10;2;20000;"Only";TRUE;30;"Male";"BORGOU";TRUE;FALSE;2000
363,610277716805;9;3;45000;"Only";FALSE;35;"Male";"BORGOU";TRUE;FALSE;5000
363,610277716805;9;3;20000;"Partly";TRUE;36;"Male";"BORGOU";TRUE;FALSE;2222,22222222222
261,129887663133;5;3;20000;"Partly";TRUE;22;"Male";"BORGOU";TRUE;FALSE;4000
261,129887663133;7;4;75000;"None";TRUE;52;"Female";"BORGOU";TRUE;FALSE;10714,2857142857
261,129887663133;5;2;75000;"Partly";TRUE;35;"Female";"BORGOU";TRUE;FALSE;15000
377,489103212136;4;1;20000;"None";TRUE;32;"Female";"BORGOU";TRUE;FALSE;5000
385,775219720659;4;2;75000;"None";TRUE;39;"Male";"BORGOU";TRUE;FALSE;18750
464,802418348262;5;1;75000;"None";TRUE;33;"Male";"BORGOU";TRUE;FALSE;15000
250,669727842216;8;2;20000;"Only";TRUE;15;"Male";"BORGOU";FALSE;TRUE;2500
161,048297131242;10;5;75000;"Only";TRUE;17;"Female";"BORGOU";FALSE;TRUE;7500
161,048297131242;5;4;75000;"Only";TRUE;50;"Male";"BORGOU";FALSE;TRUE;15000
453,754483107387;3;3;75000;"Only";TRUE;58;"Male";"BORGOU";TRUE;FALSE;25000
285,078816586934;7;3;75000;"Partly";TRUE;25;"Female";"BORGOU";TRUE;FALSE;10714,2857142857
516,553305283908;16;8;75000;"Partly";FALSE;38;"Male";"BORGOU";FALSE;TRUE;4687,5
338,389877172616;11;5;45000;"Partly";TRUE;22;"Male";"BORGOU";FALSE;TRUE;4090,90909090909
