"ID" "WGT" "DEP" "DEP_NAME" "COM" "COM_NAME" "ARR" "ARR_NAME" "URBA" "DEP_CHEF" "COM_CHEF" "COM_CHEF_DIST" "DEP_CHEF_DIST" "NAT_CHEF_DIST" "statoc" "tailmen" "locnais" "datnais" "age" "sexe" "etud5" "radio" "telev" "hifi" "parab" "magne" "cddvd" "frigo" "cuisi" "foyam" "ferre" "clima" "venti" "lit" "matel" "faumo" "ordi" "inter" "elgen" "bicyc" "motoc" "voitu" "barqu" "telfix" "telmob" "equip_tot" "equip_acp"
"408915" "04302_046" 13.06 "04" "BORGOU" "043" "N DALI" "04302" "GBEGOUROU" 0 0 0 31.8231504063277 28.4271047070485 351.890718557949 "PropFam" 12 "043" 1953 60 "M" "3.Secondaire" TRUE TRUE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE TRUE 4 -0.244252931871684
"408936" "04302_047" 13.06 "04" "BORGOU" "043" "N DALI" "04302" "GBEGOUROU" 0 0 0 31.8231504063277 28.4271047070485 351.890718557949 "PropFam" 4 "043" 1978 35 "M" "1.Aucun" TRUE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE TRUE FALSE FALSE FALSE TRUE 3 -0.439594678185315
"408939" "04302_048" 13.06 "04" "BORGOU" "043" "N DALI" "04302" "GBEGOUROU" 0 0 0 31.8231504063277 28.4271047070485 351.890718557949 "PropFam" 5 "043" 1983 30 "M" "1.Aucun" TRUE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE TRUE TRUE FALSE FALSE FALSE FALSE TRUE TRUE FALSE FALSE FALSE TRUE 6 0.290854976440476
"408965" "04302_049" 13.06 "04" "BORGOU" "043" "N DALI" "04302" "GBEGOUROU" 0 0 0 31.8231504063277 28.4271047070485 351.890718557949 "PropInd" 6 "055" 1987 26 "M" "3.Secondaire" TRUE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE TRUE TRUE FALSE FALSE FALSE FALSE FALSE TRUE FALSE FALSE FALSE TRUE 5 0.290559807673977
"408976" "04302_050" 13.06 "04" "BORGOU" "043" "N DALI" "04302" "GBEGOUROU" 0 0 0 31.8231504063277 28.4271047070485 351.890718557949 "PropInd" 7 "043" 1973 40 "M" "1.Aucun" TRUE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE FALSE TRUE FALSE FALSE FALSE FALSE 3 -0.285302485958471
"408985" "04302_051" 13.06 "04" "BORGOU" "043" "N DALI" "04302" "GBEGOUROU" 0 0 0 31.8231504063277 28.4271047070485 351.890718557949 "PropInd" 5 "042" 1975 38 "M" "1.Aucun" TRUE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE TRUE FALSE FALSE FALSE FALSE TRUE 3 -0.704825517000945
"408992" "04302_052" 13.06 "04" "BORGOU" "043" "N DALI" "04302" "GBEGOUROU" 0 0 0 31.8231504063277 28.4271047070485 351.890718557949 "Locat" 6 "202" 1984 29 "M" "1.Aucun" TRUE TRUE FALSE FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE TRUE TRUE TRUE FALSE FALSE FALSE TRUE 7 0.392327631161316
"408997" "04302_053" 13.06 "04" "BORGOU" "043" "N DALI" "04302" "GBEGOUROU" 0 0 0 31.8231504063277 28.4271047070485 351.890718557949 "PropFam" 4 "043" 1949 64 "M" "1.Aucun" TRUE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE TRUE TRUE FALSE FALSE FALSE TRUE 5 -0.0904708641062833
"409018" "04302_054" 13.06 "04" "BORGOU" "043" "N DALI" "04302" "GBEGOUROU" 0 0 0 31.8231504063277 28.4271047070485 351.890718557949 "PropFam" 5 "041" 1973 40 "M" "2.Primaire" TRUE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE TRUE TRUE FALSE FALSE FALSE TRUE 5 -0.0904708641062833
"409019" "04302_055" 13.06 "04" "BORGOU" "043" "N DALI" "04302" "GBEGOUROU" 0 0 0 31.8231504063277 28.4271047070485 351.890718557949 "PropFam" 4 "043" 1971 42 "M" "1.Aucun" FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE TRUE TRUE FALSE FALSE FALSE TRUE TRUE TRUE FALSE FALSE FALSE FALSE 5 -0.0870001560441142
"409032" "04302_056" 13.06 "04" "BORGOU" "043" "N DALI" "04302" "GBEGOUROU" 0 0 0 31.8231504063277 28.4271047070485 351.890718557949 "PropFam" 8 "043" 1960 53 "M" "2.Primaire" TRUE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE FALSE TRUE FALSE FALSE FALSE TRUE 4 -0.090766032872783
"409044" "04302_057" 13.06 "04" "BORGOU" "043" "N DALI" "04302" "GBEGOUROU" 0 0 0 31.8231504063277 28.4271047070485 351.890718557949 "PropInd" 6 "026" 1981 32 "F" "1.Aucun" FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE 0 -1.14995429288377
"409067" "04302_058" 13.06 "04" "BORGOU" "043" "N DALI" "04302" "GBEGOUROU" 0 0 0 31.8231504063277 28.4271047070485 351.890718557949 "PropInd" 7 "043" 1960 53 "M" "1.Aucun" TRUE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE TRUE FALSE FALSE FALSE FALSE TRUE 4 -0.355996871688413
"409077" "04302_059" 13.06 "04" "BORGOU" "043" "N DALI" "04302" "GBEGOUROU" 0 0 0 31.8231504063277 28.4271047070485 351.890718557949 "PropInd" 6 "043" 1971 42 "M" "2.Primaire" TRUE TRUE FALSE FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE TRUE TRUE TRUE TRUE FALSE FALSE TRUE TRUE FALSE FALSE TRUE FALSE TRUE 11 1.39912352166496
"409085" "04302_060" 13.06 "04" "BORGOU" "043" "N DALI" "04302" "GBEGOUROU" 0 0 0 31.8231504063277 28.4271047070485 351.890718557949 "PropInd" 6 "043" 1978 35 "F" "1.Aucun" TRUE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE TRUE 2 -0.705120685767445
"409086" "04302_061" 13.06 "04" "BORGOU" "043" "N DALI" "04302" "GBEGOUROU" 0 0 0 31.8231504063277 28.4271047070485 351.890718557949 "PropInd" 6 "045" 1973 40 "M" "1.Aucun" FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE 0 -1.14995429288377
"409089" "04302_062" 13.06 "04" "BORGOU" "043" "N DALI" "04302" "GBEGOUROU" 0 0 0 31.8231504063277 28.4271047070485 351.890718557949 "PropFam" 4 "043" 1986 27 "M" "1.Aucun" FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE TRUE 1 -0.95541783979808
"409090" "04302_063" 13.06 "04" "BORGOU" "043" "N DALI" "04302" "GBEGOUROU" 0 0 0 31.8231504063277 28.4271047070485 351.890718557949 "PropFam" 6 "043" 1989 24 "M" "3.Secondaire" TRUE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE TRUE 3 -0.356292040454913
"409175" "04302_064" 13.06 "04" "BORGOU" "043" "N DALI" "04302" "GBEGOUROU" 0 0 0 31.8231504063277 28.4271047070485 351.890718557949 "PropFam" 5 "021" 1970 43 "M" "1.Aucun" FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE TRUE FALSE FALSE FALSE FALSE 1 -0.884428285301638
"409185" "04302_065" 13.06 "04" "BORGOU" "043" "N DALI" "04302" "GBEGOUROU" 0 0 0 31.8231504063277 28.4271047070485 351.890718557949 "PropFam" 8 "045" 1973 40 "M" "1.Aucun" TRUE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE TRUE TRUE FALSE FALSE FALSE FALSE FALSE TRUE FALSE FALSE FALSE TRUE 5 0.290559807673977
"409206" "04302_066" 13.06 "04" "BORGOU" "043" "N DALI" "04302" "GBEGOUROU" 0 0 0 31.8231504063277 28.4271047070485 351.890718557949 "PropFam" 18 "045" 1938 75 "M" "1.Aucun" FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE TRUE TRUE FALSE FALSE FALSE TRUE 3 -0.689596663449451
"409208" "04302_067" 13.06 "04" "BORGOU" "043" "N DALI" "04302" "GBEGOUROU" 0 0 0 31.8231504063277 28.4271047070485 351.890718557949 "PropFam" 11 "045" 1978 35 "M" "1.Aucun" FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE TRUE 1 -0.95541783979808
"409212" "04302_068" 13.06 "04" "BORGOU" "043" "N DALI" "04302" "GBEGOUROU" 0 0 0 31.8231504063277 28.4271047070485 351.890718557949 "PropFam" 5 "045" 1968 45 "M" "1.Aucun" FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE TRUE TRUE FALSE FALSE FALSE FALSE 2 -0.884133116535139
"409213" "04302_069" 13.06 "04" "BORGOU" "043" "N DALI" "04302" "GBEGOUROU" 0 0 0 31.8231504063277 28.4271047070485 351.890718557949 "PropFam" 7 "043" 1972 41 "M" "1.Aucun" TRUE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE TRUE TRUE FALSE FALSE FALSE TRUE 4 -0.439299509418815
"409232" "04302_070" 13.06 "04" "BORGOU" "043" "N DALI" "04302" "GBEGOUROU" 0 0 0 31.8231504063277 28.4271047070485 351.890718557949 "PropFam" 17 "045" 1963 50 "M" "1.Aucun" FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE TRUE FALSE FALSE FALSE FALSE 1 -0.884428285301638
"409234" "04302_071" 13.06 "04" "BORGOU" "043" "N DALI" "04302" "GBEGOUROU" 0 0 0 31.8231504063277 28.4271047070485 351.890718557949 "PropFam" 6 "043" 1953 60 "M" "2.Primaire" TRUE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE TRUE TRUE FALSE FALSE FALSE FALSE FALSE TRUE FALSE FALSE FALSE TRUE 5 0.290559807673977
"409250" "04302_072" 13.06 "04" "BORGOU" "043" "N DALI" "04302" "GBEGOUROU" 0 0 0 31.8231504063277 28.4271047070485 351.890718557949 "PropFam" 5 "043" 1988 25 "M" "1.Aucun" FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE TRUE FALSE FALSE FALSE TRUE 2 -0.68989183221595
"409260" "04302_073" 13.06 "04" "BORGOU" "043" "N DALI" "04302" "GBEGOUROU" 0 0 0 31.8231504063277 28.4271047070485 351.890718557949 "PropFam" 6 "045" 1963 50 "M" "1.Aucun" FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE TRUE TRUE FALSE FALSE FALSE TRUE 3 -0.689596663449451
"409272" "04302_074" 13.06 "04" "BORGOU" "043" "N DALI" "04302" "GBEGOUROU" 0 0 0 31.8231504063277 28.4271047070485 351.890718557949 "PropFam" 5 "043" 1986 27 "M" "1.Aucun" FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE 0 -1.14995429288377
"409276" "04302_075" 13.06 "04" "BORGOU" "043" "N DALI" "04302" "GBEGOUROU" 0 0 0 31.8231504063277 28.4271047070485 351.890718557949 "PropFam" 7 "043" 1950 63 "M" "1.Aucun" TRUE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE TRUE 2 -0.705120685767445
"409293" "04302_076" 13.06 "04" "BORGOU" "043" "N DALI" "04302" "GBEGOUROU" 0 0 0 31.8231504063277 28.4271047070485 351.890718557949 "PropFam" 7 "043" 1980 33 "M" "1.Aucun" FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE TRUE FALSE FALSE FALSE TRUE 2 -0.68989183221595
"409298" "04302_077" 13.06 "04" "BORGOU" "043" "N DALI" "04302" "GBEGOUROU" 0 0 0 31.8231504063277 28.4271047070485 351.890718557949 "PropFam" 8 "046" 1978 35 "M" "1.Aucun" TRUE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE 1 -0.899657138853133
"409307" "04302_078" 13.06 "04" "BORGOU" "043" "N DALI" "04302" "GBEGOUROU" 0 0 0 31.8231504063277 28.4271047070485 351.890718557949 "PropFam" 7 "046" 1993 20 "M" "1.Aucun" FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE TRUE 1 -0.95541783979808
"409322" "04302_079" 13.06 "04" "BORGOU" "043" "N DALI" "04302" "GBEGOUROU" 0 0 0 31.8231504063277 28.4271047070485 351.890718557949 "PropFam" 8 "043" 1980 33 "M" "1.Aucun" TRUE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE TRUE TRUE FALSE FALSE FALSE FALSE FALSE TRUE FALSE FALSE FALSE TRUE 5 0.290559807673977
"409323" "04302_080" 13.06 "04" "BORGOU" "043" "N DALI" "04302" "GBEGOUROU" 0 0 0 31.8231504063277 28.4271047070485 351.890718557949 "PropFam" 6 "043" 1983 30 "M" "1.Aucun" TRUE TRUE FALSE FALSE TRUE TRUE FALSE FALSE FALSE FALSE FALSE FALSE TRUE TRUE FALSE FALSE FALSE TRUE FALSE TRUE FALSE FALSE FALSE TRUE 9 1.19132818098944
"409324" "04302_081" 13.06 "04" "BORGOU" "043" "N DALI" "04302" "GBEGOUROU" 0 0 0 31.8231504063277 28.4271047070485 351.890718557949 "PropFam" 9 "043" 1990 23 "M" "1.Aucun" FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE TRUE FALSE FALSE FALSE FALSE 1 -0.884428285301638
"409328" "04302_082" 13.06 "04" "BORGOU" "043" "N DALI" "04302" "GBEGOUROU" 0 0 0 31.8231504063277 28.4271047070485 351.890718557949 "PropFam" 15 "043" 1965 48 "M" "1.Aucun" TRUE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE TRUE TRUE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE TRUE 4 0.0250338000918468
"409330" "04302_083" 13.06 "04" "BORGOU" "043" "N DALI" "04302" "GBEGOUROU" 0 0 0 31.8231504063277 28.4271047070485 351.890718557949 "PropFam" 9 "023" 1982 31 "M" "3.Secondaire" TRUE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE 1 -0.899657138853133
"409373" "04302_084" 13.06 "04" "BORGOU" "043" "N DALI" "04302" "GBEGOUROU" 0 0 0 31.8231504063277 28.4271047070485 351.890718557949 "PropInd" 7 "043" 1988 25 "M" "3.Secondaire" TRUE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE TRUE TRUE FALSE FALSE FALSE TRUE 5 -0.0904708641062833
"409391" "04302_085" 13.06 "04" "BORGOU" "043" "N DALI" "04302" "GBEGOUROU" 0 0 0 31.8231504063277 28.4271047070485 351.890718557949 "PropInd" 5 "043" 1988 25 "M" "1.Aucun" TRUE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE TRUE FALSE FALSE FALSE TRUE 3 -0.439594678185315
"409402" "04302_086" 13.06 "04" "BORGOU" "043" "N DALI" "04302" "GBEGOUROU" 0 0 0 31.8231504063277 28.4271047070485 351.890718557949 "PropInd" 8 "043" 1945 68 "M" "1.Aucun" TRUE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE 2 -0.899361970086633
"409416" "04302_087" 13.06 "04" "BORGOU" "043" "N DALI" "04302" "GBEGOUROU" 0 0 0 31.8231504063277 28.4271047070485 351.890718557949 "PropInd" 4 "043" 1975 38 "M" "1.Aucun" TRUE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE TRUE FALSE FALSE FALSE FALSE TRUE 3 -0.704825517000945
"409437" "04302_088" 13.06 "04" "BORGOU" "043" "N DALI" "04302" "GBEGOUROU" 0 0 0 31.8231504063277 28.4271047070485 351.890718557949 "PropInd" 6 "043" 1983 30 "M" "1.Aucun" FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE TRUE TRUE FALSE FALSE FALSE TRUE 4 -0.340768018136919
"409455" "04302_089" 13.06 "04" "BORGOU" "043" "N DALI" "04302" "GBEGOUROU" 0 0 0 31.8231504063277 28.4271047070485 351.890718557949 "PropInd" 7 "043" 1980 33 "M" "2.Primaire" FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE TRUE TRUE TRUE FALSE FALSE FALSE FALSE TRUE FALSE FALSE FALSE TRUE 5 0.309987751876999
"409484" "04302_090" 13.06 "04" "BORGOU" "043" "N DALI" "04302" "GBEGOUROU" 0 0 0 31.8231504063277 28.4271047070485 351.890718557949 "PropInd" 6 "043" 1968 45 "M" "1.Aucun" FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE 1 -0.801125647571236
"409496" "04302_091" 13.06 "04" "BORGOU" "043" "N DALI" "04302" "GBEGOUROU" 0 0 0 31.8231504063277 28.4271047070485 351.890718557949 "PropInd" 7 "043" 1983 30 "M" "1.Aucun" FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE FALSE TRUE FALSE FALSE FALSE FALSE 2 -0.535599639989106
"409498" "04302_092" 13.06 "04" "BORGOU" "043" "N DALI" "04302" "GBEGOUROU" 0 0 0 31.8231504063277 28.4271047070485 351.890718557949 "PropInd" 6 "043" 1963 50 "M" "1.Aucun" TRUE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE TRUE TRUE FALSE FALSE FALSE FALSE TRUE TRUE FALSE FALSE FALSE FALSE 5 0.0963185233547886
"409512" "04302_093" 13.06 "04" "BORGOU" "043" "N DALI" "04302" "GBEGOUROU" 0 0 0 31.8231504063277 28.4271047070485 351.890718557949 "PropInd" 8 "043" 1978 35 "M" "2.Primaire" TRUE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE TRUE TRUE TRUE FALSE FALSE FALSE FALSE TRUE FALSE FALSE FALSE TRUE 6 0.560284905907635
"409519" "04302_094" 13.06 "04" "BORGOU" "043" "N DALI" "04302" "GBEGOUROU" 0 0 0 31.8231504063277 28.4271047070485 351.890718557949 "PropFam" 3 "043" 1982 31 "M" "1.Aucun" TRUE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE TRUE 2 -0.705120685767445
"409534" "04302_095" 13.06 "04" "BORGOU" "043" "N DALI" "04302" "GBEGOUROU" 0 0 0 31.8231504063277 28.4271047070485 351.890718557949 "PropFam" 8 "043" 1960 53 "M" "1.Aucun" TRUE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE 1 -0.899657138853133
"409549" "04302_096" 13.06 "04" "BORGOU" "043" "N DALI" "04302" "GBEGOUROU" 0 0 0 31.8231504063277 28.4271047070485 351.890718557949 "PropFam" 3 "043" 1986 27 "M" "1.Aucun" TRUE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE TRUE FALSE FALSE FALSE FALSE TRUE 3 -0.704825517000945
"409557" "04302_097" 13.06 "04" "BORGOU" "043" "N DALI" "04302" "GBEGOUROU" 0 0 0 31.8231504063277 28.4271047070485 351.890718557949 "PropFam" 5 "043" 1982 31 "M" "1.Aucun" TRUE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE TRUE FALSE FALSE FALSE FALSE 2 -0.634131131271003
"409562" "04302_098" 13.06 "04" "BORGOU" "043" "N DALI" "04302" "GBEGOUROU" 0 0 0 31.8231504063277 28.4271047070485 351.890718557949 "PropFam" 17 "043" 1964 49 "M" "1.Aucun" TRUE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE TRUE FALSE FALSE FALSE TRUE 3 -0.439594678185315
"409569" "04302_099" 13.06 "04" "BORGOU" "043" "N DALI" "04302" "GBEGOUROU" 0 0 0 31.8231504063277 28.4271047070485 351.890718557949 "PropFam" 10 "043" 1948 65 "M" "1.Aucun" TRUE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE TRUE TRUE FALSE FALSE FALSE TRUE 4 -0.439299509418815
"409586" "04302_100" 13.06 "04" "BORGOU" "043" "N DALI" "04302" "GBEGOUROU" 0 0 0 31.8231504063277 28.4271047070485 351.890718557949 "PropFam" 5 "043" 1971 42 "M" "1.Aucun" TRUE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE TRUE FALSE FALSE FALSE TRUE 3 -0.439594678185315
"409648" "04303_001" 20.56 "04" "BORGOU" "043" "N DALI" "04303" "OUENOU (NDALI)" 0 0 0 12.6362460820079 47.1581235605892 379.662121676922 "PropFam" 15 "043" 1943 70 "M" "1.Aucun" FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE 0 -1.14995429288377
"409655" "04303_002" 20.56 "04" "BORGOU" "043" "N DALI" "04303" "OUENOU (NDALI)" 0 0 0 12.6362460820079 47.1581235605892 379.662121676922 "PropFam" 8 "043" 1983 30 "M" "1.Aucun" FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE TRUE 1 -0.95541783979808
"409683" "04303_003" 20.56 "04" "BORGOU" "043" "N DALI" "04303" "OUENOU (NDALI)" 0 0 0 12.6362460820079 47.1581235605892 379.662121676922 "PropFam" 6 "043" 1981 32 "M" "3.Secondaire" TRUE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE FALSE TRUE FALSE FALSE FALSE TRUE 4 -0.090766032872783
"409690" "04303_004" 20.56 "04" "BORGOU" "043" "N DALI" "04303" "OUENOU (NDALI)" 0 0 0 12.6362460820079 47.1581235605892 379.662121676922 "PropInd" 9 "025" 1953 60 "M" "1.Aucun" TRUE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE TRUE TRUE FALSE FALSE FALSE TRUE 4 -0.439299509418815
"409730" "04303_005" 20.56 "04" "BORGOU" "043" "N DALI" "04303" "OUENOU (NDALI)" 0 0 0 12.6362460820079 47.1581235605892 379.662121676922 "PropFam" 5 "043" 1978 35 "M" "1.Aucun" TRUE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE TRUE TRUE FALSE FALSE FALSE FALSE 3 -0.633835962504503
"409731" "04303_006" 20.56 "04" "BORGOU" "043" "N DALI" "04303" "OUENOU (NDALI)" 0 0 0 12.6362460820079 47.1581235605892 379.662121676922 "PropFam" 14 "043" 1973 40 "M" "1.Aucun" TRUE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE TRUE TRUE FALSE FALSE FALSE TRUE 4 -0.439299509418815
"409743" "04303_007" 20.56 "04" "BORGOU" "043" "N DALI" "04303" "OUENOU (NDALI)" 0 0 0 12.6362460820079 47.1581235605892 379.662121676922 "PropFam" 13 "043" 1933 80 "M" "1.Aucun" FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE TRUE TRUE FALSE FALSE FALSE TRUE 3 -0.689596663449451
"409755" "04303_008" 20.56 "04" "BORGOU" "043" "N DALI" "04303" "OUENOU (NDALI)" 0 0 0 12.6362460820079 47.1581235605892 379.662121676922 "PropFam" 5 "043" 1988 25 "M" "1.Aucun" TRUE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE TRUE FALSE FALSE FALSE TRUE 3 -0.439594678185315
